application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
3225,Male,FALSE,3.42,Humanities,Asian,780,5,Nonprofit/Gov,Admit
3226,Male,TRUE,3.26,Business,International,580,5,Energy,Deny
3227,Female,TRUE,3.39,Business,International,660,5,Investment Management,Admit
3228,Female,TRUE,3.44,Business,International,700,4,Investment Banking,Deny
3229,Male,FALSE,3.36,Humanities,Black,680,3,Nonprofit/Gov,Deny
3230,Female,FALSE,3.12,Humanities,Asian,620,4,Consulting,Deny
3231,Female,FALSE,3.46,STEM,Asian,750,3,Investment Management,Deny
3232,Female,FALSE,3.35,Humanities,White,700,6,Investment Banking,Deny
3233,Male,TRUE,3.27,STEM,International,640,6,Other,Deny
3234,Male,TRUE,2.86,Business,International,570,5,Consulting,Deny
3235,Female,TRUE,3.16,STEM,International,590,5,Other,Deny
3236,Male,FALSE,3.03,Humanities,White,660,6,Nonprofit/Gov,Deny
3237,Male,FALSE,3.15,Humanities,White,580,6,Consulting,Deny
3238,Male,FALSE,3.29,Business,White,620,6,Consulting,Deny
3239,Female,TRUE,3.59,Business,International,770,6,Consulting,Admit
3240,Male,FALSE,3.39,Humanities,White,660,4,Consulting,Deny
3241,Male,FALSE,3.42,Humanities,White,670,6,Media/Entertainment,Deny
3242,Male,TRUE,3.11,STEM,International,680,4,Investment Banking,Deny
3243,Male,FALSE,3.24,STEM,White,640,5,Investment Banking,Deny
3244,Male,FALSE,3.21,Humanities,Asian,690,4,Technology,Deny
3245,Male,FALSE,3.19,STEM,Asian,720,5,PE/VC,Deny
3246,Male,FALSE,3.42,Business,White,630,4,Consulting,Deny
3247,Female,FALSE,3.2,Humanities,Asian,650,5,Other,Deny
3248,Male,FALSE,3.35,STEM,White,650,7,Investment Banking,Deny
3249,Male,FALSE,3.06,Business,White,570,6,Nonprofit/Gov,Deny
3250,Male,TRUE,3.2,Business,International,690,4,Consulting,Deny
3251,Male,FALSE,3.06,STEM,White,580,5,Technology,Deny
3252,Female,FALSE,3.27,Business,Hispanic,680,4,Nonprofit/Gov,Deny
3253,Male,FALSE,3.27,Humanities,White,730,6,Investment Banking,Admit
3254,Female,FALSE,3.33,STEM,Hispanic,680,5,Investment Banking,Admit
3255,Female,FALSE,3.27,Business,Hispanic,720,5,PE/VC,Admit
3256,Female,TRUE,3.31,Business,International,670,6,Investment Banking,Admit
3257,Male,TRUE,3.15,Business,International,640,3,CPG,Deny
3258,Female,TRUE,3.41,STEM,International,680,4,PE/VC,Deny
3259,Male,FALSE,3.32,Business,Other,640,6,Consulting,Deny
3260,Male,FALSE,3.36,Business,White,680,3,PE/VC,Deny
3261,Male,TRUE,3.28,Business,International,670,5,Financial Services,Deny
3262,Male,FALSE,3.07,Humanities,Asian,570,5,Consulting,Deny
3263,Male,TRUE,3.55,Humanities,International,690,4,PE/VC,Deny
3264,Male,FALSE,3.45,STEM,White,700,7,Retail,Deny
3265,Male,TRUE,3.36,Business,International,670,5,Health Care,Waitlist
3266,Male,FALSE,3.08,STEM,Black,640,7,Financial Services,Deny
3267,Male,FALSE,3.48,Humanities,White,750,5,Consulting,Deny
3268,Male,TRUE,3.19,STEM,International,680,3,Nonprofit/Gov,Deny
3269,Female,FALSE,2.89,Humanities,Black,580,6,Financial Services,Deny
3270,Male,FALSE,3.3,Humanities,White,650,4,Other,Deny
3271,Female,FALSE,3.32,STEM,Asian,690,4,Nonprofit/Gov,Deny
3272,Female,TRUE,3.36,Business,International,720,5,Nonprofit/Gov,Deny
3273,Female,FALSE,3.04,Business,Black,570,5,Technology,Deny
3274,Male,FALSE,3.17,STEM,Asian,630,4,Consulting,Deny
3275,Male,FALSE,3.27,Business,Asian,610,4,Consulting,Deny
3276,Male,FALSE,3.25,STEM,Black,630,3,Consulting,Deny
3277,Male,FALSE,3.25,Business,White,610,4,Consulting,Deny
3278,Male,FALSE,3.24,STEM,Asian,680,4,Financial Services,Deny
3279,Male,FALSE,3.14,STEM,Hispanic,620,6,Other,Deny
3280,Male,TRUE,3.27,STEM,International,780,4,Consulting,Admit
3281,Male,FALSE,3.31,Business,Black,780,4,Technology,Waitlist
3282,Male,FALSE,3.25,Humanities,Black,620,7,Health Care,Deny
3283,Female,TRUE,3.01,Business,International,660,6,Financial Services,Deny
3284,Male,TRUE,3.35,Humanities,International,600,5,Other,Deny
3285,Male,FALSE,3.08,Humanities,Hispanic,660,5,Health Care,Deny
3286,Male,FALSE,3.27,Humanities,Asian,620,6,Financial Services,Deny
3287,Female,FALSE,3.12,STEM,White,570,3,Nonprofit/Gov,Deny
3288,Male,FALSE,3.3,STEM,Black,650,5,Technology,Deny
3289,Male,FALSE,3.2,Humanities,White,670,6,Nonprofit/Gov,Deny
3290,Female,FALSE,3.16,Humanities,Hispanic,570,6,Health Care,Deny
3291,Male,FALSE,2.98,STEM,Asian,570,5,CPG,Deny
3292,Female,FALSE,3.45,STEM,Black,720,4,Consulting,Deny
3293,Male,FALSE,3.23,STEM,Asian,690,7,Nonprofit/Gov,Deny
3294,Female,FALSE,3.21,Business,White,630,6,Consulting,Deny
3295,Male,TRUE,2.94,Humanities,International,610,5,Technology,Deny
3296,Male,FALSE,3.56,Humanities,Hispanic,740,5,Consulting,Admit
3297,Male,TRUE,3.05,Business,International,600,3,Consulting,Deny
3298,Female,FALSE,3.17,Business,Hispanic,610,7,Technology,Deny
3299,Male,TRUE,3.24,Humanities,International,640,5,Financial Services,Deny
3300,Male,TRUE,3.43,STEM,International,700,6,PE/VC,Admit
3301,Male,FALSE,3.07,Humanities,Asian,650,4,Consulting,Deny
3302,Male,FALSE,3.26,Humanities,White,590,7,CPG,Deny
3303,Male,TRUE,2.9,Humanities,International,610,4,Investment Management,Deny
3304,Male,FALSE,3.3,Humanities,White,620,5,Consulting,Deny
3305,Male,FALSE,3.49,Business,Black,690,4,Health Care,Deny
3306,Male,FALSE,3.43,Humanities,White,710,5,Consulting,Deny
3307,Male,FALSE,3.29,STEM,Asian,700,5,PE/VC,Deny
3308,Male,FALSE,2.99,Business,White,570,5,Health Care,Deny
3309,Female,FALSE,3.43,Business,White,730,4,Nonprofit/Gov,Admit
3310,Male,FALSE,3.41,Humanities,White,760,4,Financial Services,Admit
3311,Male,FALSE,3.19,Business,White,670,4,CPG,Deny
3312,Female,FALSE,3.13,Humanities,Hispanic,770,4,Consulting,Deny
3313,Male,FALSE,3.3,STEM,White,650,7,Financial Services,Deny
3314,Female,FALSE,3.16,STEM,Black,590,6,PE/VC,Deny
3315,Male,FALSE,3.16,Humanities,Asian,680,7,Health Care,Deny
3316,Female,TRUE,3.26,Humanities,International,590,5,Investment Banking,Deny
3317,Male,FALSE,3.34,STEM,Asian,640,6,CPG,Deny
3318,Male,FALSE,2.97,STEM,Asian,590,4,PE/VC,Deny
3319,Male,TRUE,3.16,Business,International,700,6,Financial Services,Deny
3320,Male,FALSE,3.27,Humanities,Asian,580,5,Other,Deny
3321,Male,FALSE,3.25,STEM,White,690,6,Consulting,Deny
3322,Female,FALSE,3.09,Humanities,Hispanic,640,6,Financial Services,Deny
3323,Female,TRUE,3.23,Humanities,International,640,4,PE/VC,Deny
3324,Male,FALSE,3.53,Business,Hispanic,710,6,Consulting,Deny
3325,Female,FALSE,3.23,Humanities,Black,620,5,Real Estate,Deny
3326,Female,FALSE,3.04,Business,Hispanic,580,4,Consulting,Deny
3327,Male,FALSE,3.46,STEM,White,690,6,Consulting,Admit
3328,Male,FALSE,3.07,Business,White,620,5,Consulting,Deny
3329,Female,FALSE,3.09,Humanities,Black,640,4,Consulting,Deny
3330,Male,TRUE,3.34,Humanities,International,600,5,Nonprofit/Gov,Deny
3331,Female,FALSE,3.11,Business,Other,650,6,PE/VC,Deny
3332,Male,TRUE,3.35,Humanities,International,660,4,Financial Services,Deny
3333,Female,TRUE,2.93,Business,International,600,6,Consulting,Deny
3334,Male,FALSE,3.13,Business,Asian,630,3,Consulting,Deny
3335,Male,TRUE,3.47,STEM,International,690,5,Nonprofit/Gov,Deny
3336,Male,TRUE,3.44,Humanities,International,630,5,Consulting,Deny
3337,Female,FALSE,3.16,STEM,White,600,5,Consulting,Deny
3338,Male,FALSE,3.24,Business,White,590,4,Nonprofit/Gov,Deny
3339,Male,FALSE,3.17,STEM,White,580,6,Consulting,Deny
3340,Male,FALSE,3.17,Humanities,Black,610,5,Consulting,Deny
3341,Male,TRUE,3.34,Business,International,750,6,Financial Services,Admit
3342,Female,TRUE,3.54,STEM,International,770,5,Consulting,Admit
3343,Male,FALSE,3.42,Humanities,Hispanic,740,4,Financial Services,Deny
3344,Male,FALSE,3.2,Humanities,Asian,660,5,Consulting,Deny
3345,Female,FALSE,3.59,Humanities,White,740,5,Other,Admit
3346,Male,FALSE,2.98,Humanities,White,570,4,Consulting,Deny
3347,Male,FALSE,3.26,STEM,White,660,5,Investment Management,Deny
3348,Female,TRUE,3.43,Business,International,620,4,Consulting,Deny
3349,Male,FALSE,3.46,Business,Other,710,5,Health Care,Deny
3350,Female,FALSE,3.22,STEM,White,590,5,Energy,Deny
3351,Male,TRUE,3.1,STEM,International,620,6,Nonprofit/Gov,Deny
3352,Female,TRUE,3.11,Business,International,590,5,Technology,Deny
3353,Male,TRUE,3.27,Humanities,International,690,5,PE/VC,Deny
3354,Female,FALSE,3.06,Humanities,White,590,5,Health Care,Deny
3355,Male,TRUE,3.01,STEM,International,660,4,Investment Banking,Deny
3356,Female,FALSE,3.06,STEM,Black,620,5,PE/VC,Deny
3357,Male,FALSE,3.16,Humanities,Asian,670,4,Nonprofit/Gov,Deny
3358,Male,TRUE,3.16,Business,International,610,3,PE/VC,Deny
3359,Male,FALSE,3.04,STEM,Asian,570,6,Technology,Deny
3360,Male,FALSE,3.32,Humanities,Asian,740,4,Consulting,Admit
3361,Female,TRUE,3.13,Humanities,International,630,7,Consulting,Deny
3362,Male,TRUE,3.48,Business,International,660,6,Technology,Admit
3363,Female,FALSE,3.24,STEM,White,600,4,Other,Deny
3364,Male,TRUE,3.36,Business,International,770,4,PE/VC,Admit
3365,Male,TRUE,3.38,Humanities,International,640,4,Financial Services,Deny
3366,Female,FALSE,2.93,STEM,Black,590,6,Nonprofit/Gov,Deny
3367,Male,FALSE,3.17,STEM,Black,600,4,Consulting,Deny
3368,Male,FALSE,3.19,Humanities,Black,650,5,Consulting,Deny
3369,Female,FALSE,3.25,STEM,Black,620,5,Consulting,Deny
3370,Female,FALSE,2.96,Business,White,570,5,Real Estate,Deny
3371,Male,FALSE,3.26,Business,White,640,6,Investment Banking,Deny
3372,Female,TRUE,3.28,Business,International,680,3,Consulting,Deny
3373,Male,FALSE,3.25,Humanities,Black,620,6,Investment Banking,Deny
3374,Female,FALSE,3.12,Humanities,Black,680,4,Real Estate,Deny
3375,Female,FALSE,3.07,Humanities,White,570,5,PE/VC,Deny
3376,Male,TRUE,3.43,Humanities,International,780,5,Investment Banking,Deny
3377,Male,TRUE,3.13,Humanities,International,660,5,Investment Banking,Deny
3378,Male,TRUE,3.55,STEM,International,740,5,PE/VC,Deny
3379,Male,FALSE,3.44,Business,Hispanic,720,8,Technology,Deny
3380,Male,FALSE,3.44,STEM,Black,670,7,Nonprofit/Gov,Waitlist
3381,Female,TRUE,3.21,Humanities,International,650,4,Investment Banking,Deny
3382,Female,FALSE,3.25,STEM,White,640,7,Technology,Deny
3383,Male,FALSE,3.19,Humanities,Black,680,5,Health Care,Deny
3384,Female,TRUE,3.07,Humanities,International,570,6,Consulting,Deny
3385,Female,TRUE,3.13,Business,International,620,4,Investment Banking,Deny
3386,Male,TRUE,3.36,Business,International,620,5,PE/VC,Deny
3387,Male,TRUE,2.97,STEM,International,570,5,Investment Banking,Deny
3388,Male,FALSE,3.26,Humanities,Asian,700,4,Consulting,Deny
3389,Male,FALSE,3.11,STEM,Asian,630,5,Health Care,Deny
3390,Female,TRUE,3.21,Humanities,International,630,5,Investment Banking,Deny
3391,Female,TRUE,3.15,STEM,International,660,4,Other,Deny
3392,Male,TRUE,3.18,Humanities,International,630,6,Consulting,Deny
3393,Male,FALSE,3.43,Business,White,650,6,Consulting,Deny
3394,Female,FALSE,3.53,Humanities,Hispanic,780,6,Nonprofit/Gov,Admit
3395,Male,FALSE,3.21,Business,Asian,680,7,PE/VC,Deny
3396,Male,FALSE,3.14,Humanities,White,570,7,PE/VC,Deny
3397,Male,FALSE,3.27,STEM,Other,670,5,Financial Services,Admit
3398,Male,FALSE,3.59,Humanities,Black,760,4,PE/VC,Deny
3399,Female,FALSE,3.14,STEM,Hispanic,570,4,Consulting,Deny
3400,Male,FALSE,3.13,Humanities,Asian,690,3,PE/VC,Deny
3401,Female,FALSE,3.46,Business,Black,780,5,Investment Banking,Deny
3402,Female,FALSE,2.87,Humanities,White,570,5,PE/VC,Deny
3403,Female,FALSE,3.34,Business,Black,640,4,Consulting,Deny
3404,Female,FALSE,3.44,Humanities,White,750,5,PE/VC,Deny
3405,Female,FALSE,3.43,Humanities,White,780,5,Consulting,Deny
3406,Male,FALSE,2.97,Business,Black,580,6,Real Estate,Deny
3407,Male,FALSE,3.43,Humanities,Hispanic,760,7,Consulting,Deny
3408,Female,TRUE,3.11,Humanities,International,620,4,Technology,Deny
3409,Female,TRUE,3.24,STEM,International,740,5,Investment Management,Admit
3410,Female,TRUE,3.49,Business,International,680,3,PE/VC,Admit
3411,Male,FALSE,3.38,Humanities,White,720,5,Investment Banking,Admit
3412,Male,TRUE,3.04,STEM,International,590,5,Consulting,Deny
3413,Female,TRUE,3.52,Business,International,610,5,Consulting,Deny
3414,Female,FALSE,3.14,STEM,White,620,5,Technology,Deny
3415,Male,FALSE,3.19,Humanities,Other,670,5,Nonprofit/Gov,Deny
3416,Female,FALSE,3.12,Humanities,Asian,570,4,PE/VC,Deny
3417,Male,FALSE,3.02,Humanities,Asian,620,4,Consulting,Deny
3418,Female,TRUE,3.3,Humanities,International,720,4,Other,Deny
3419,Female,TRUE,3.07,Humanities,International,600,6,Technology,Deny
3420,Male,FALSE,3.19,STEM,Asian,670,4,Consulting,Deny
3421,Female,TRUE,3.29,Humanities,International,690,4,Technology,Deny
3422,Male,TRUE,3.36,STEM,International,720,6,Consulting,Deny
3423,Male,FALSE,3.28,STEM,White,650,5,PE/VC,Deny
3424,Female,FALSE,3.24,Humanities,Black,670,6,Technology,Deny
3425,Male,FALSE,3.42,STEM,White,640,5,Investment Banking,Deny
3426,Female,FALSE,3.37,Humanities,Asian,700,4,Health Care,Deny
3427,Male,FALSE,3.16,STEM,Asian,580,5,PE/VC,Deny
3428,Male,TRUE,3.1,Humanities,International,570,4,PE/VC,Deny
3429,Female,TRUE,3.23,STEM,International,650,6,Investment Banking,Deny
3430,Female,FALSE,3.03,Humanities,White,620,6,Nonprofit/Gov,Deny
3431,Male,TRUE,3.27,STEM,International,710,3,Nonprofit/Gov,Deny
3432,Male,FALSE,3.35,Humanities,Asian,660,5,Nonprofit/Gov,Deny
3433,Male,TRUE,3.38,Humanities,International,690,6,Consulting,Deny
3434,Male,FALSE,3.39,Humanities,White,650,5,PE/VC,Deny
3435,Male,FALSE,3.14,Business,Black,660,3,Investment Management,Deny
3436,Female,TRUE,3.3,STEM,International,650,4,Nonprofit/Gov,Deny
3437,Male,FALSE,3.13,STEM,Asian,650,5,Nonprofit/Gov,Deny
3438,Female,TRUE,3.13,Humanities,International,690,4,Nonprofit/Gov,Deny
3439,Female,FALSE,3.24,STEM,Asian,610,6,Consulting,Deny
3440,Female,FALSE,3.23,STEM,Hispanic,680,5,Investment Banking,Deny
3441,Female,TRUE,3.06,Business,International,600,5,Investment Banking,Deny
3442,Male,TRUE,3.17,Business,International,580,7,Technology,Deny
3443,Female,FALSE,3.67,Humanities,Black,720,6,Consulting,Admit
3444,Female,FALSE,3.31,Humanities,White,690,5,Consulting,Admit
3445,Female,FALSE,2.87,STEM,White,610,6,Nonprofit/Gov,Deny
3446,Male,FALSE,3.25,Humanities,White,700,5,Investment Banking,Waitlist
3447,Female,FALSE,3.12,STEM,Asian,600,4,Consulting,Deny
3448,Female,FALSE,3.05,Humanities,Black,570,6,Nonprofit/Gov,Deny
3449,Male,TRUE,3.37,Humanities,International,630,6,Technology,Deny
3450,Male,FALSE,3.45,Business,White,770,7,Consulting,Admit
3451,Male,FALSE,3.03,Business,White,570,5,Media/Entertainment,Deny
3452,Female,FALSE,3.07,Business,White,680,6,Consulting,Deny
3453,Female,FALSE,2.99,Humanities,Asian,650,5,Consulting,Deny
3454,Male,FALSE,3.35,Business,White,710,4,Consulting,Deny
3455,Female,FALSE,3.01,STEM,White,580,5,Technology,Deny
3456,Male,TRUE,3.34,STEM,International,700,6,Nonprofit/Gov,Deny
3457,Male,TRUE,3.09,Humanities,International,620,4,Investment Banking,Deny
3458,Male,TRUE,3.23,Business,International,680,5,Consulting,Admit
3459,Male,FALSE,3.07,Business,Asian,610,6,Consulting,Deny
3460,Male,TRUE,3.31,Humanities,International,710,4,Consulting,Deny
3461,Male,TRUE,3.17,STEM,International,590,5,Consulting,Deny
3462,Female,FALSE,3.03,Humanities,Other,610,5,Investment Banking,Deny
3463,Female,FALSE,3.4,Humanities,Asian,690,5,Nonprofit/Gov,Admit
3464,Male,FALSE,3.27,STEM,White,620,5,Consulting,Deny
3465,Male,FALSE,3.02,Humanities,Black,570,4,Consulting,Deny
3466,Male,FALSE,3.35,STEM,Black,670,5,Financial Services,Deny
3467,Male,FALSE,3.23,Humanities,Asian,650,5,Nonprofit/Gov,Deny
3468,Female,FALSE,3.14,Business,Black,670,5,Consulting,Deny
3469,Male,FALSE,3.24,Business,Black,650,6,PE/VC,Deny
3470,Male,TRUE,3.38,STEM,International,670,5,Investment Banking,Deny
3471,Male,FALSE,3.27,Business,White,610,6,PE/VC,Deny
3472,Female,FALSE,3.33,Humanities,Black,580,6,Financial Services,Deny
3473,Female,FALSE,3,Business,White,620,3,Consulting,Deny
3474,Male,FALSE,3.47,STEM,Hispanic,640,4,Financial Services,Deny
3475,Female,TRUE,3.21,STEM,International,660,6,Consulting,Deny
3476,Male,TRUE,3.16,Humanities,International,680,5,Consulting,Deny
3477,Male,FALSE,3.38,Humanities,Asian,640,5,CPG,Deny
3478,Male,FALSE,3.45,Humanities,Other,620,4,Technology,Deny
3479,Male,FALSE,3.16,Business,Black,620,4,Financial Services,Deny
3480,Female,FALSE,3.05,Business,Black,610,3,Consulting,Deny
3481,Male,TRUE,3.04,Humanities,International,650,7,Consulting,Deny
3482,Female,TRUE,3.21,STEM,International,670,2,Investment Banking,Deny
3483,Male,FALSE,3.38,STEM,White,680,4,Nonprofit/Gov,Deny
3484,Male,FALSE,3.39,STEM,White,710,4,Technology,Deny
3485,Male,TRUE,3.19,Business,International,690,6,CPG,Deny
3486,Female,FALSE,3.51,Humanities,Hispanic,710,6,Health Care,Admit
3487,Male,TRUE,3.29,Business,International,670,4,CPG,Admit
3488,Male,FALSE,3.22,Humanities,Black,570,6,Health Care,Deny
3489,Male,TRUE,3.26,STEM,International,660,3,Investment Management,Deny
3490,Female,FALSE,3.24,STEM,Hispanic,600,5,Consulting,Deny
3491,Female,TRUE,3.26,Humanities,International,620,5,Nonprofit/Gov,Deny
3492,Female,TRUE,3.25,Business,International,680,4,Nonprofit/Gov,Deny
3493,Male,TRUE,3.14,Humanities,International,640,6,Other,Deny
3494,Female,TRUE,3.38,Humanities,International,670,6,Investment Banking,Deny
3495,Male,FALSE,3.51,Humanities,White,700,6,Consulting,Admit
3496,Female,FALSE,3.32,Business,Asian,630,4,Nonprofit/Gov,Deny
3497,Female,TRUE,3.11,Humanities,International,660,5,Technology,Deny
3498,Male,FALSE,3.48,Business,Black,620,3,Consulting,Deny
3499,Female,FALSE,3.18,Humanities,White,580,4,PE/VC,Deny
3500,Male,FALSE,3.42,Business,Asian,670,5,Other,Deny
3501,Female,TRUE,3.52,STEM,International,730,5,Consulting,Deny
3502,Male,TRUE,3.23,Business,International,610,7,Technology,Deny
3503,Male,FALSE,3.13,Business,White,630,5,PE/VC,Deny
3504,Male,TRUE,3.26,Business,International,660,5,Media/Entertainment,Deny
3505,Male,TRUE,3.49,STEM,International,640,6,Consulting,Deny
3506,Male,TRUE,3.27,STEM,International,670,5,Consulting,Waitlist
3507,Female,FALSE,3.15,STEM,White,660,5,Consulting,Deny
3508,Female,FALSE,3.32,Humanities,Black,670,5,Nonprofit/Gov,Deny
3509,Male,TRUE,3.18,STEM,International,680,3,PE/VC,Deny
3510,Female,FALSE,3.32,Humanities,Asian,580,6,Technology,Deny
3511,Female,TRUE,3.31,Humanities,International,610,5,Technology,Deny
3512,Female,TRUE,3.11,Business,International,590,6,Other,Deny
3513,Female,FALSE,3.16,Humanities,Asian,620,7,Investment Banking,Deny
3514,Male,TRUE,3.09,STEM,International,730,5,Media/Entertainment,Deny
3515,Female,FALSE,3.02,Business,Black,660,6,Nonprofit/Gov,Deny
3516,Female,FALSE,3.36,Humanities,Black,710,5,Consulting,Admit
3517,Male,FALSE,3,Business,Black,650,6,Technology,Deny
3518,Male,FALSE,3.23,Humanities,Hispanic,670,6,PE/VC,Deny
3519,Female,FALSE,3.42,Business,White,650,4,PE/VC,Deny
3520,Female,FALSE,3.54,Business,Asian,710,5,Nonprofit/Gov,Deny
3521,Male,FALSE,3.15,Humanities,Asian,600,2,Investment Banking,Deny
3522,Female,FALSE,3.23,Business,Black,620,6,Consulting,Deny
3523,Male,FALSE,3.28,Business,Black,670,5,Consulting,Deny
3524,Male,FALSE,3.34,Business,White,650,6,Health Care,Deny
3525,Male,FALSE,2.8,Business,White,570,6,Consulting,Deny
3526,Male,FALSE,3.49,STEM,White,660,6,PE/VC,Deny
3527,Male,FALSE,3.29,Humanities,Black,600,4,CPG,Deny
3528,Male,FALSE,3.19,STEM,Black,650,6,PE/VC,Deny
3529,Female,TRUE,3.23,STEM,International,650,6,Nonprofit/Gov,Deny
3530,Female,FALSE,3.38,Humanities,Asian,630,5,Financial Services,Deny
3531,Male,FALSE,3.15,Humanities,Asian,640,5,Other,Deny
3532,Male,TRUE,3.09,Business,International,620,5,Financial Services,Deny
3533,Female,FALSE,3.28,Humanities,White,670,8,Consulting,Admit
3534,Male,FALSE,3.21,Business,White,660,6,Health Care,Deny
3535,Female,FALSE,3.04,Business,White,570,5,Consulting,Deny
3536,Female,FALSE,3.12,Business,Black,570,4,Consulting,Deny
3537,Male,FALSE,3.44,Business,White,620,5,Investment Banking,Deny
3538,Male,FALSE,3.37,Business,White,620,5,Financial Services,Deny
3539,Male,FALSE,3.54,STEM,Hispanic,740,5,Health Care,Admit
3540,Male,FALSE,3.5,Humanities,White,720,4,Technology,Deny
3541,Male,FALSE,3.08,Humanities,Asian,590,4,Consulting,Deny
3542,Male,TRUE,3.15,Business,International,630,6,Other,Deny
3543,Female,FALSE,3,Humanities,Black,630,7,Nonprofit/Gov,Deny
3544,Male,FALSE,3.39,Business,Asian,610,5,Investment Banking,Deny
3545,Male,FALSE,3.02,Humanities,Black,610,5,PE/VC,Deny
3546,Male,TRUE,3.35,Humanities,International,660,2,Real Estate,Admit
3547,Female,TRUE,3.11,Humanities,International,640,5,PE/VC,Deny
3548,Male,FALSE,3,STEM,Black,640,4,Consulting,Deny
3549,Male,FALSE,3.21,STEM,Other,700,5,Consulting,Deny
3550,Female,FALSE,3.24,Business,Black,680,7,Nonprofit/Gov,Deny
3551,Male,FALSE,3.17,Business,Asian,680,6,Investment Banking,Deny
3552,Male,TRUE,3.52,Business,International,750,6,Consulting,Admit
3553,Male,FALSE,3.26,Humanities,White,680,5,Consulting,Deny
3554,Female,FALSE,3.37,Business,Black,650,7,Health Care,Deny
3555,Female,FALSE,3.29,Humanities,Asian,660,4,Consulting,Deny
3556,Male,FALSE,3.36,Business,Black,760,8,Investment Management,Deny
3557,Male,TRUE,3.23,Humanities,International,640,6,PE/VC,Deny
3558,Female,FALSE,3.19,Humanities,Other,570,6,Technology,Deny
3559,Male,FALSE,3.46,Humanities,White,770,5,Health Care,Deny
3560,Male,TRUE,3.42,Humanities,International,680,5,Investment Banking,Deny
3561,Male,FALSE,3.15,STEM,Black,660,5,Energy,Deny
3562,Female,TRUE,3.23,Business,International,600,5,PE/VC,Deny
3563,Female,TRUE,3.35,Humanities,International,650,5,CPG,Deny
3564,Male,FALSE,3.32,Business,Black,630,5,Consulting,Deny
3565,Male,FALSE,3.2,Business,Black,620,5,Health Care,Deny
3566,Male,TRUE,3.2,STEM,International,580,5,Investment Management,Deny
3567,Male,FALSE,3.29,Business,White,710,4,Investment Management,Deny
3568,Male,FALSE,3.44,Business,White,740,5,Financial Services,Deny
3569,Male,FALSE,2.99,Business,Hispanic,680,4,Consulting,Deny
3570,Male,FALSE,3.46,Business,Other,690,5,Consulting,Deny
3571,Male,FALSE,3.55,Humanities,Black,710,5,Consulting,Admit
3572,Male,FALSE,3.34,Humanities,Asian,650,5,Consulting,Deny
3573,Male,FALSE,3.4,STEM,White,640,5,Other,Deny
3574,Male,FALSE,3.34,STEM,Asian,710,4,Technology,Admit
3575,Male,FALSE,3.22,Business,White,680,7,Consulting,Deny
3576,Male,FALSE,3.26,STEM,Asian,640,4,Other,Deny
3577,Female,FALSE,3.3,Humanities,Hispanic,660,4,Financial Services,Admit
3578,Male,FALSE,3.4,Business,Hispanic,670,4,PE/VC,Admit
3579,Female,FALSE,3.04,STEM,Other,580,5,Consulting,Deny
3580,Male,FALSE,3.47,STEM,White,750,4,PE/VC,Deny
3581,Male,FALSE,3.18,Humanities,Other,700,5,Consulting,Deny
3582,Male,FALSE,3.28,Business,Asian,720,5,PE/VC,Admit
3583,Male,FALSE,3.41,STEM,Black,680,5,Technology,Deny
3584,Female,FALSE,3.06,STEM,White,570,3,Financial Services,Deny
3585,Female,TRUE,3.35,STEM,International,670,5,Real Estate,Deny
3586,Male,TRUE,3.42,STEM,International,680,7,Consulting,Deny
3587,Male,FALSE,3.29,Business,Hispanic,620,5,PE/VC,Deny
3588,Male,FALSE,3.65,Humanities,Hispanic,730,6,Nonprofit/Gov,Deny
3589,Male,TRUE,3.38,Humanities,International,680,6,Investment Banking,Deny
3590,Female,FALSE,3.16,Humanities,Hispanic,580,4,Investment Banking,Deny
3591,Male,TRUE,3.58,Business,International,720,3,Technology,Deny
3592,Male,TRUE,3.53,Business,International,730,4,PE/VC,Waitlist
3593,Male,FALSE,3.37,Humanities,Asian,660,4,Other,Deny
3594,Female,FALSE,3.35,Humanities,White,700,5,PE/VC,Admit
3595,Female,FALSE,3.48,Business,Asian,640,5,PE/VC,Deny
3596,Female,TRUE,3.15,Business,International,650,6,Consulting,Deny
3597,Female,FALSE,3.4,Business,Asian,710,7,Investment Management,Deny
3598,Male,TRUE,3.35,Humanities,International,730,6,Investment Management,Admit
3599,Male,FALSE,2.85,STEM,Asian,570,3,Consulting,Deny
3600,Female,TRUE,3.34,STEM,International,660,5,Consulting,Deny
3601,Female,FALSE,3.51,Humanities,White,740,4,Consulting,Deny
3602,Female,TRUE,3.25,Business,International,650,6,Retail,Deny
3603,Male,TRUE,3,Business,International,650,6,Nonprofit/Gov,Deny
3604,Female,TRUE,3.22,Humanities,International,700,5,Consulting,Deny
3605,Male,FALSE,3.14,STEM,Black,600,5,Technology,Deny
3606,Male,FALSE,3.01,Humanities,White,580,5,Consulting,Deny
3607,Female,FALSE,2.92,Humanities,Hispanic,570,4,Consulting,Deny
3608,Male,FALSE,3.17,Humanities,White,640,3,Media/Entertainment,Deny
3609,Male,FALSE,3.41,Humanities,Hispanic,670,4,Consulting,Deny
3610,Male,TRUE,3.33,Humanities,International,650,5,Investment Management,Deny
3611,Male,FALSE,3.45,Humanities,Black,650,2,Technology,Deny
3612,Male,FALSE,3.42,STEM,Black,700,5,Consulting,Deny
3613,Female,FALSE,3.29,Humanities,Asian,740,4,PE/VC,Admit
