gender,international,gpa,major,race,gmat,Work_exp,Work_industry,Age,Recomendation letter,Personal interview Score,Income,Marital status,Admission
Male,TRUE,3.2,STEM,International,700,6,Consulting,37,Excellent,5,"$200,932.00 ",Unmarried,Deny
Male,FALSE,3.49,Humanities,Asian,680,6,Investment Banking,32,Good,4,"$196,407.00 ",married,Admit
Male,FALSE,3.26,STEM,White,650,7,PE/VC,31,Excellent,3,"$776,488.00 ",Unmarried,Deny
Male,FALSE,3.21,STEM,White,680,5,Technology,26,Good,4,"$121,628.00 ",married,Deny
Male,TRUE,2.91,STEM,International,590,5,Financial Services,37,Good,4,"$90,091.00 ",Unmarried,Deny
Female,FALSE,3.35,Humanities,White,660,5,PE/VC,30,Good,5,"$917,572.00 ",married,Deny
Male,TRUE,3.03,STEM,International,630,6,Consulting,31,Good,4,"$106,190.00 ",married,Deny
Male,FALSE,3.15,STEM,Asian,650,4,Investment Management,36,Excellent,5,"$122,122.00 ",married,Deny
Male,FALSE,3.3,STEM,White,720,6,CPG,35,Good,2,"$93,312.00 ",married,Admit
Female,TRUE,3.35,Humanities,International,700,5,Other,33,Regular,5,"$72,362.00 ",Unmarried,Deny
Female,FALSE,3.23,Business,Asian,670,5,Financial Services,27,Good,1,"$128,381.00 ",Unmarried,Admit
Male,FALSE,3.35,STEM,White,610,6,Health Care,27,Excellent,3,"$84,014.00 ",married,Deny
Male,FALSE,3.25,Business,Black,650,6,Consulting,30,Good,5,"$89,117.00 ",married,Deny
Male,TRUE,3.11,STEM,International,620,5,Consulting,32,Excellent,3,"$219,038.00 ",Unmarried,Deny
Male,TRUE,3.3,STEM,International,600,3,PE/VC,31,Good,2,"$407,956.00 ",Unmarried,Deny
Female,FALSE,3.4,Business,Other,720,4,Financial Services,28,Good,4,"$108,022.00 ",Unmarried,Admit
Male,FALSE,3.31,Humanities,Black,670,5,Other,31,Excellent,4,"$40,229.00 ",married,Deny
Male,TRUE,3.22,Business,International,650,5,Technology,28,Excellent,4,"$139,410.00 ",Unmarried,Deny
Male,TRUE,3.18,STEM,International,680,6,Other,34,Good,3,"$71,152.00 ",married,Deny
Female,TRUE,3.22,Business,International,590,5,Consulting,27,Good,4,"$131,822.00 ",Unmarried,Deny
Female,FALSE,3.32,Business,Black,690,6,PE/VC,33,Good,4,"$405,462.00 ",married,Deny
Female,FALSE,3.06,Humanities,Hispanic,570,6,Technology,35,Good,3,"$138,244.00 ",married,Deny
Female,TRUE,3.47,Humanities,International,710,4,Nonprofit/Gov,25,Excellent,3,"$70,185.00 ",Unmarried,Deny
Female,FALSE,3.1,Humanities,Asian,670,7,Investment Banking,28,Excellent,1,"$194,457.00 ",married,Deny
Female,FALSE,3.18,STEM,Hispanic,700,5,Investment Banking,31,Good,5,"$156,791.00 ",married,Deny
Female,FALSE,3.16,STEM,Black,630,6,PE/VC,30,Good,4,"$798,467.00 ",Unmarried,Deny
Female,FALSE,3.21,STEM,Hispanic,630,5,Other,33,Excellent,2,"$45,752.00 ",married,Deny
Male,FALSE,3.55,Business,Asian,760,6,Consulting,30,Excellent,4,"$164,208.00 ",married,Admit
Male,TRUE,3.5,Business,International,710,4,Technology,35,Excellent,4,"$124,758.00 ",Unmarried,Admit
Female,FALSE,3.29,Humanities,Asian,710,5,PE/VC,30,Excellent,3,"$139,335.00 ",Unmarried,Deny
Male,FALSE,3.1,Business,Asian,650,6,Real Estate,30,Good,4,"$113,451.00 ",married,Deny
Male,FALSE,3.19,Humanities,Black,660,5,Consulting,28,Regular,4,"$155,392.00 ",Unmarried,Deny
Female,FALSE,3.35,Business,Asian,630,4,Technology,28,Excellent,5,"$149,039.00 ",married,Deny
Female,FALSE,3.06,STEM,White,630,5,Nonprofit/Gov,33,Excellent,3,"$83,163.00 ",married,Deny
Male,FALSE,3.3,Business,Hispanic,670,5,Technology,31,Excellent,3,"$140,945.00 ",married,Deny
Male,FALSE,3.39,Humanities,Asian,720,4,Technology,26,Good,3,"$138,472.00 ",married,Deny
Male,TRUE,3.23,STEM,International,650,4,Nonprofit/Gov,37,Excellent,3,"$75,355.00 ",married,Deny
Female,FALSE,3.1,Humanities,Hispanic,660,5,Consulting,26,Good,1,"$89,262.00 ",married,Deny
Male,FALSE,3.04,STEM,White,600,3,Consulting,33,Good,5,"$76,402.00 ",married,Deny
Female,FALSE,3.12,Humanities,Asian,670,5,Consulting,29,Excellent,4,"$133,200.00 ",married,Deny
Female,FALSE,3.18,Humanities,White,670,6,Consulting,28,Good,3,"$144,058.00 ",Unmarried,Deny
Male,TRUE,3.15,STEM,International,590,5,Investment Management,30,Good,5,"$180,030.00 ",Unmarried,Deny
Female,FALSE,3.37,STEM,White,710,4,PE/VC,33,Excellent,5,"$242,420.00 ",Unmarried,Admit
Male,FALSE,3.13,Humanities,Asian,630,5,Investment Management,34,Excellent,3,"$164,542.00 ",married,Deny
Male,FALSE,3.6,Humanities,Black,680,4,Consulting,31,Excellent,4,"$109,582.00 ",married,Deny
Female,FALSE,2.91,Humanities,Asian,620,5,Consulting,37,Regular,4,"$130,271.00 ",Unmarried,Deny
Male,FALSE,3.27,Business,Black,640,5,Investment Banking,28,Excellent,1,"$178,361.00 ",married,Deny
Male,FALSE,3.31,Business,Asian,720,6,Nonprofit/Gov,33,Good,3,"$51,682.00 ",married,Admit
Male,FALSE,3.34,STEM,White,710,5,PE/VC,33,Excellent,3,"$246,650.00 ",married,Admit
Male,TRUE,3.12,Humanities,International,640,6,Financial Services,29,Excellent,3,"$123,561.00 ",married,Deny
Male,TRUE,3.44,STEM,International,670,6,Other,29,Excellent,5,"$48,047.00 ",married,Deny
Male,TRUE,3.24,STEM,International,630,6,Nonprofit/Gov,27,Good,4,"$51,015.00 ",married,Deny
Female,FALSE,3.42,Humanities,Hispanic,730,6,Nonprofit/Gov,30,Excellent,1,"$84,959.00 ",married,Admit
Male,FALSE,3.34,STEM,Hispanic,660,5,Health Care,28,Excellent,2,"$77,233.00 ",Unmarried,Deny
Male,FALSE,3.17,STEM,Black,620,6,Investment Banking,30,Good,3,"$176,608.00 ",Unmarried,Deny
Female,FALSE,3.32,Business,Asian,620,5,Nonprofit/Gov,32,Good,2,"$85,664.00 ",Unmarried,Deny
Female,FALSE,3.43,STEM,Asian,680,5,Investment Management,33,Good,4,"$158,843.00 ",Unmarried,Deny
Male,TRUE,3.22,Humanities,International,680,5,Health Care,32,Good,5,"$104,834.00 ",married,Admit
Male,TRUE,3.38,Humanities,International,740,5,Technology,30,Good,2,"$125,368.00 ",married,Deny
Male,FALSE,3.35,STEM,White,780,5,PE/VC,28,Excellent,1,"$746,134.00 ",married,Deny
Male,FALSE,3.2,Business,Asian,680,5,Consulting,31,Excellent,1,"$200,270.00 ",Unmarried,Deny
Male,FALSE,3.27,Humanities,White,720,4,Nonprofit/Gov,36,Good,3,"$80,968.00 ",married,Admit
Male,FALSE,3.32,STEM,White,670,4,Nonprofit/Gov,29,Regular,3,"$55,860.00 ",Unmarried,Deny
Female,FALSE,3.23,Business,Hispanic,710,7,Investment Banking,34,Excellent,3,"$152,617.00 ",married,Admit
Male,TRUE,3.23,Humanities,International,680,6,Consulting,29,Good,1,"$176,403.00 ",Unmarried,Admit
Male,FALSE,3.19,Humanities,Hispanic,620,5,Consulting,31,Good,2,"$94,415.00 ",married,Deny
Male,FALSE,3.07,Humanities,Asian,570,4,Consulting,34,Good,5,"$98,244.00 ",Unmarried,Deny
Female,TRUE,3.16,STEM,International,700,6,Technology,33,Good,5,"$130,969.00 ",married,Deny
Male,FALSE,3.16,STEM,Asian,640,4,PE/VC,28,Excellent,5,"$108,626.00 ",married,Deny
Female,TRUE,3.11,Humanities,International,610,3,Nonprofit/Gov,24,Good,2,"$68,746.00 ",Unmarried,Deny
Female,TRUE,3.13,Humanities,International,700,5,Technology,37,Excellent,3,"$130,807.00 ",married,Deny
Male,TRUE,3.52,Business,International,730,6,Technology,37,Excellent,4,"$143,822.00 ",married,Admit
Male,TRUE,3.37,Humanities,International,630,6,Consulting,28,Excellent,4,"$219,599.00 ",married,Deny
Male,FALSE,3.46,STEM,Black,680,4,Consulting,33,Excellent,3,"$119,343.00 ",married,Deny
Male,FALSE,3.21,STEM,Black,620,7,Consulting,37,Good,1,"$73,579.00 ",married,Deny
Female,FALSE,3.21,Humanities,Asian,690,3,PE/VC,29,Good,4,"$980,282.00 ",Unmarried,Admit
Male,FALSE,3.24,Humanities,White,570,4,Nonprofit/Gov,32,Good,4,"$80,980.00 ",married,Deny
Male,FALSE,3.25,Business,Asian,670,4,Technology,33,Good,5,"$147,762.00 ",Unmarried,Admit
Female,FALSE,3.3,Humanities,White,690,6,Other,27,Excellent,5,"$67,897.00 ",Unmarried,Deny
Female,FALSE,3.35,Business,Other,660,5,Consulting,31,Excellent,3,"$175,280.00 ",married,Deny
Male,FALSE,3.21,Business,White,630,4,Consulting,28,Excellent,3,"$164,769.00 ",Unmarried,Deny
Male,FALSE,3.35,Humanities,White,690,4,Investment Management,31,Good,4,"$123,331.00 ",Unmarried,Deny
Female,FALSE,3.11,Humanities,Hispanic,640,5,Health Care,35,Good,4,"$76,597.00 ",Unmarried,Deny
Male,TRUE,3.19,Business,International,650,5,Other,34,Excellent,5,"$60,060.00 ",married,Deny
Male,TRUE,3.38,STEM,International,690,5,Consulting,29,Excellent,4,"$119,247.00 ",Unmarried,Deny
Male,FALSE,3.32,Humanities,Asian,780,4,Technology,28,Good,1,"$139,102.00 ",Unmarried,Deny
Male,FALSE,3.1,Business,Black,640,6,Nonprofit/Gov,32,Excellent,3,"$76,470.00 ",married,Deny
Male,FALSE,3.28,STEM,White,620,5,Nonprofit/Gov,33,Excellent,3,"$61,353.00 ",married,Deny
Male,FALSE,3.31,STEM,White,700,7,Nonprofit/Gov,36,Excellent,5,"$68,828.00 ",married,Deny
Male,TRUE,3.08,STEM,International,600,4,Media/Entertainment,32,Excellent,5,"$121,317.00 ",married,Deny
Male,TRUE,3.04,Business,International,600,6,PE/VC,29,Excellent,4,"$855,573.00 ",married,Deny
Female,FALSE,3.64,Business,Asian,760,5,Technology,37,Excellent,2,"$135,029.00 ",married,Admit
Female,FALSE,3.16,Business,Hispanic,660,4,Financial Services,36,Good,2,"$134,814.00 ",married,Deny
Male,FALSE,3.32,Humanities,White,650,4,Financial Services,27,Good,4,"$146,494.00 ",Unmarried,Deny
Female,FALSE,3.29,Humanities,Other,680,6,Investment Banking,37,Excellent,4,"$187,631.00 ",Unmarried,Admit
Female,FALSE,3.5,Humanities,Asian,750,3,Retail,26,Excellent,3,"$71,571.00 ",married,Admit
Female,FALSE,3.48,Business,White,580,5,Investment Management,29,Excellent,5,"$119,995.00 ",Unmarried,Deny
Female,FALSE,3.66,Business,White,760,5,Consulting,30,Excellent,1,"$122,609.00 ",Unmarried,Deny
Male,FALSE,3.38,Humanities,White,670,6,Consulting,34,Excellent,5,"$197,862.00 ",married,Admit
Male,TRUE,3.26,STEM,International,650,4,Technology,31,Excellent,5,"$124,482.00 ",married,Deny
Female,FALSE,3.35,STEM,Black,720,5,Consulting,36,Regular,4,"$113,711.00 ",Unmarried,Admit
Male,TRUE,3.09,STEM,International,630,7,CPG,37,Good,5,"$88,501.00 ",Unmarried,Deny
Female,TRUE,3.23,Humanities,International,630,6,Health Care,28,Excellent,3,"$90,838.00 ",married,Deny
Male,FALSE,3.36,Humanities,White,640,5,Consulting,26,Good,4,"$147,312.00 ",Unmarried,Deny
Male,FALSE,3.09,Humanities,Asian,680,5,PE/VC,37,Good,1,"$376,755.00 ",married,Deny
Female,FALSE,3.21,STEM,Black,700,4,Technology,35,Excellent,3,"$136,756.00 ",married,Deny
Female,FALSE,3.2,STEM,Asian,630,6,Consulting,34,Good,5,"$92,848.00 ",married,Deny
Male,FALSE,3.26,STEM,Asian,590,3,Consulting,30,Regular,3,"$116,968.00 ",married,Deny
Male,TRUE,3.27,STEM,International,710,5,Other,36,Good,2,"$88,415.00 ",Unmarried,Deny
Female,TRUE,3.2,STEM,International,650,6,Investment Banking,33,Good,3,"$182,101.00 ",Unmarried,Deny
Female,TRUE,3.27,Business,International,700,6,Investment Banking,34,Excellent,4,"$153,718.00 ",Unmarried,Admit
Female,TRUE,3.12,Humanities,International,640,4,Investment Management,27,Excellent,5,"$152,393.00 ",Unmarried,Deny
Male,TRUE,2.95,STEM,International,580,6,Other,27,Excellent,4,"$59,978.00 ",married,Deny
Male,FALSE,3.22,Business,White,680,5,PE/VC,29,Excellent,4,"$495,808.00 ",married,Admit
Female,FALSE,3.14,Business,Hispanic,710,4,Consulting,29,Good,3,"$135,069.00 ",Unmarried,Deny
Male,FALSE,3.26,Humanities,White,710,6,Technology,37,Excellent,4,"$147,230.00 ",Unmarried,Deny
Female,FALSE,3.47,STEM,Asian,670,6,PE/VC,27,Excellent,5,"$685,675.00 ",Unmarried,Deny
Female,FALSE,3.27,STEM,Asian,610,4,Investment Management,33,Excellent,5,"$167,454.00 ",married,Deny
Male,FALSE,3.35,Business,White,720,6,Investment Banking,31,Excellent,3,"$150,321.00 ",Unmarried,Admit
Male,TRUE,3.35,Humanities,International,700,5,Investment Banking,30,Good,2,"$195,671.00 ",Unmarried,Deny
Male,FALSE,2.9,Humanities,White,600,5,Health Care,34,Excellent,5,"$75,698.00 ",Unmarried,Deny
Male,FALSE,3.12,STEM,Black,710,7,Consulting,34,Excellent,4,"$77,862.00 ",married,Deny
Female,FALSE,3.32,Business,White,690,6,Investment Banking,28,Excellent,1,"$180,210.00 ",Unmarried,Deny
Male,FALSE,3.27,Humanities,White,660,6,PE/VC,28,Good,4,"$466,988.00 ",married,Deny
Male,TRUE,3.55,Business,International,680,4,Financial Services,30,Excellent,4,"$121,259.00 ",married,Admit
Male,FALSE,3.4,Humanities,White,650,6,Nonprofit/Gov,35,Excellent,5,"$57,385.00 ",Unmarried,Deny
Male,FALSE,3.23,Humanities,White,690,5,PE/VC,34,Good,4,"$764,443.00 ",Unmarried,Deny
Male,FALSE,3.08,Humanities,Asian,590,4,Consulting,26,Good,3,"$200,079.00 ",married,Deny
Male,FALSE,3.29,STEM,White,590,5,Technology,34,Excellent,3,"$126,277.00 ",Unmarried,Deny
Male,FALSE,3.16,Business,White,620,5,PE/VC,31,Good,4,"$107,929.00 ",Unmarried,Deny
Female,FALSE,3.43,STEM,White,650,5,Real Estate,34,Good,3,"$184,747.00 ",married,Deny
Female,FALSE,3.16,Business,Asian,590,6,Nonprofit/Gov,34,Excellent,1,"$64,062.00 ",Unmarried,Deny
Male,FALSE,3.53,Business,Black,620,4,CPG,29,Good,3,"$102,050.00 ",married,Deny
Male,FALSE,3.54,Business,White,760,5,Financial Services,27,Excellent,3,"$136,210.00 ",married,Admit
Female,FALSE,3.11,Humanities,Asian,590,7,Consulting,29,Excellent,4,"$155,008.00 ",married,Deny
Male,TRUE,3.25,STEM,International,650,5,Health Care,26,Good,3,"$100,138.00 ",married,Deny
Male,FALSE,3.07,Humanities,Hispanic,640,5,Consulting,35,Good,5,"$119,937.00 ",married,Deny
Male,FALSE,3.52,STEM,Hispanic,670,5,Technology,32,Excellent,2,"$139,795.00 ",married,Deny
Male,TRUE,3.31,Business,International,640,4,Consulting,32,Good,2,"$182,091.00 ",married,Deny
Male,FALSE,3.22,STEM,Hispanic,710,4,Technology,37,Excellent,5,"$132,235.00 ",Unmarried,Deny
Female,FALSE,3.42,Humanities,White,690,5,Consulting,27,Regular,3,"$187,324.00 ",married,Deny
Female,FALSE,3.06,Business,Black,580,5,CPG,36,Good,5,"$70,219.00 ",Unmarried,Deny
Female,FALSE,3.09,Business,Hispanic,570,5,Consulting,32,Good,2,"$188,438.00 ",married,Deny
Male,FALSE,3.48,STEM,Asian,670,2,Health Care,37,Excellent,3,"$111,094.00 ",married,Deny
Female,TRUE,3.05,Business,International,590,6,Technology,35,Excellent,4,"$138,418.00 ",married,Deny
Male,FALSE,3.05,Humanities,White,650,4,Consulting,26,Excellent,4,"$183,346.00 ",Unmarried,Deny
Male,FALSE,3.21,Business,Black,620,4,Consulting,34,Excellent,4,"$81,835.00 ",married,Deny
Male,TRUE,3.19,Humanities,International,620,4,Consulting,34,Excellent,1,"$107,048.00 ",Unmarried,Deny
Male,FALSE,3.15,STEM,Asian,570,5,Technology,26,Good,3,"$148,799.00 ",Unmarried,Deny
Male,FALSE,3.38,Business,Hispanic,730,6,Investment Management,33,Good,5,"$126,218.00 ",married,Deny
Male,TRUE,3.09,Humanities,International,610,4,Other,34,Excellent,4,"$87,546.00 ",married,Deny
Female,TRUE,3.31,Humanities,International,600,6,PE/VC,30,Good,1,"$768,931.00 ",Unmarried,Deny
Male,FALSE,3.32,STEM,Black,680,6,Health Care,28,Excellent,2,"$81,368.00 ",married,Deny
Male,TRUE,3.28,STEM,International,680,6,PE/VC,36,Excellent,4,"$972,277.00 ",Unmarried,Deny
Male,FALSE,3.44,Humanities,White,660,5,Consulting,33,Good,3,"$123,394.00 ",married,Deny
Female,FALSE,3.28,STEM,Asian,640,4,Consulting,33,Good,3,"$70,582.00 ",married,Deny
Female,FALSE,3.11,Humanities,White,600,5,Investment Banking,31,Excellent,4,"$167,001.00 ",married,Deny
Female,TRUE,3.11,Business,International,600,5,Consulting,28,Good,3,"$151,476.00 ",married,Deny
Male,FALSE,3.13,Humanities,Black,600,4,Investment Banking,26,Good,5,"$150,526.00 ",Unmarried,Deny
Male,FALSE,3.35,Business,Black,670,5,Nonprofit/Gov,27,Good,5,"$56,515.00 ",married,Deny
Male,FALSE,3.28,Humanities,Asian,630,5,Consulting,36,Good,4,"$218,609.00 ",married,Deny
Male,TRUE,3.2,Business,International,640,4,PE/VC,28,Good,5,"$536,640.00 ",married,Deny
Female,TRUE,3.07,Humanities,International,660,6,Other,27,Excellent,3,"$40,860.00 ",Unmarried,Deny
Female,FALSE,3.39,Humanities,White,670,5,Investment Management,30,Excellent,4,"$190,576.00 ",married,Deny
Male,FALSE,3.22,Business,White,610,7,Consulting,30,Good,5,"$212,370.00 ",married,Deny
Male,FALSE,3.37,STEM,Black,650,7,Consulting,31,Good,5,"$110,632.00 ",Unmarried,Deny
Male,FALSE,3.24,STEM,Asian,730,5,Technology,32,Good,4,"$142,707.00 ",Unmarried,Deny
Male,TRUE,3.14,STEM,International,600,6,Real Estate,29,Excellent,4,"$147,820.00 ",married,Deny
Female,FALSE,3.22,Business,White,600,7,Technology,35,Good,5,"$138,573.00 ",married,Deny
Female,FALSE,3.14,Business,Black,570,5,PE/VC,30,Good,3,"$449,276.00 ",Unmarried,Deny
Male,TRUE,3.13,Humanities,International,610,7,Other,31,Excellent,5,"$66,382.00 ",married,Deny
Male,FALSE,3.29,Humanities,Asian,700,5,PE/VC,34,Good,3,"$679,151.00 ",Unmarried,Deny
Male,FALSE,3.48,STEM,Black,720,5,Financial Services,36,Excellent,5,"$148,984.00 ",married,Deny
Male,FALSE,3.26,Business,White,700,6,Health Care,28,Good,3,"$97,181.00 ",married,Deny
Male,FALSE,3.18,Business,Black,700,4,Consulting,33,Good,2,"$135,758.00 ",married,Deny
Male,TRUE,3.37,STEM,International,760,4,Other,25,Excellent,5,"$76,062.00 ",married,Deny
Male,FALSE,3.22,STEM,White,620,5,Consulting,28,Excellent,1,"$142,299.00 ",married,Deny
Male,TRUE,3.07,Business,International,570,5,PE/VC,35,Excellent,5,"$973,134.00 ",Unmarried,Deny
Male,FALSE,3.14,STEM,Black,570,6,Investment Banking,30,Excellent,3,"$171,953.00 ",Unmarried,Deny
Male,TRUE,3.41,Humanities,International,770,5,Investment Management,26,Good,5,"$91,189.00 ",married,Deny
Male,FALSE,3.45,Humanities,Hispanic,730,5,Other,32,Good,4,"$69,895.00 ",married,Admit
Female,FALSE,3.14,Business,White,620,5,PE/VC,26,Excellent,3,"$242,683.00 ",Unmarried,Deny
Female,FALSE,3.06,Humanities,Asian,650,6,Consulting,29,Excellent,4,"$131,043.00 ",married,Deny
Female,TRUE,3.38,Business,International,770,5,PE/VC,34,Good,5,"$147,802.00 ",Unmarried,Deny
Male,FALSE,3.14,STEM,Black,630,5,Financial Services,36,Excellent,4,"$93,617.00 ",Unmarried,Deny
Male,FALSE,3.25,Business,Hispanic,620,5,Nonprofit/Gov,29,Excellent,5,"$65,369.00 ",married,Deny
Female,FALSE,3.34,Humanities,Black,710,6,Retail,28,Good,5,"$72,725.00 ",married,Admit
Male,FALSE,3.45,Humanities,Black,660,4,Technology,36,Good,3,"$132,860.00 ",married,Deny
Male,TRUE,3.11,Humanities,International,680,5,Consulting,26,Excellent,4,"$99,442.00 ",married,Deny
Male,FALSE,3.33,Humanities,White,710,6,Real Estate,32,Excellent,3,"$192,814.00 ",married,Admit
Male,TRUE,3.12,Humanities,International,610,4,Retail,36,Excellent,2,"$71,468.00 ",Unmarried,Deny
Male,FALSE,3.08,Business,Hispanic,600,6,Investment Banking,29,Good,4,"$156,714.00 ",married,Deny
Male,FALSE,2.95,Business,White,570,6,Financial Services,36,Excellent,4,"$116,639.00 ",married,Deny
Male,FALSE,3.24,Humanities,Asian,640,6,Financial Services,37,Excellent,3,"$147,782.00 ",married,Deny
Female,FALSE,3.53,STEM,White,690,6,CPG,32,Excellent,5,"$106,710.00 ",Unmarried,Admit
Male,TRUE,3.39,STEM,International,680,5,Health Care,27,Excellent,3,"$70,178.00 ",married,Admit
Female,FALSE,3.42,Humanities,Asian,780,3,Financial Services,34,Good,3,"$126,643.00 ",Unmarried,Deny
Male,FALSE,3.39,Humanities,White,680,5,Nonprofit/Gov,35,Good,4,"$74,158.00 ",married,Admit
Male,FALSE,3.5,Business,White,670,5,Consulting,31,Excellent,3,"$151,525.00 ",Unmarried,Deny
Male,FALSE,3.37,Humanities,White,660,5,Financial Services,30,Excellent,4,"$138,663.00 ",married,Admit
Male,FALSE,3.2,Business,White,640,6,Consulting,27,Excellent,2,"$215,183.00 ",married,Deny
Female,TRUE,3.39,STEM,International,670,6,Investment Banking,29,Good,5,"$184,349.00 ",married,Deny
Male,FALSE,3.34,Humanities,White,650,4,Consulting,33,Good,3,"$83,363.00 ",married,Deny
Male,FALSE,3.17,STEM,White,650,4,Nonprofit/Gov,27,Excellent,3,"$74,142.00 ",married,Deny
Female,FALSE,3.51,Business,Hispanic,680,6,Real Estate,30,Good,3,"$150,351.00 ",Unmarried,Admit
Female,TRUE,3.36,Business,International,640,6,Health Care,36,Excellent,4,"$76,029.00 ",Unmarried,Deny
Female,TRUE,3.35,STEM,International,710,6,PE/VC,28,Excellent,3,"$363,132.00 ",Unmarried,Deny
Female,TRUE,3.27,STEM,International,610,5,Retail,31,Excellent,5,"$57,495.00 ",married,Deny
Female,FALSE,3.39,Business,Black,660,6,Consulting,30,Excellent,4,"$186,452.00 ",Unmarried,Admit
Male,FALSE,3.18,Business,Black,660,4,Other,25,Excellent,2,"$44,290.00 ",married,Deny
Male,TRUE,3.47,STEM,International,650,5,Consulting,30,Excellent,5,"$179,628.00 ",married,Deny
Male,FALSE,3.21,Humanities,Asian,690,5,Technology,29,Excellent,4,"$122,467.00 ",married,Admit
Female,FALSE,3.23,Humanities,Other,670,6,Consulting,32,Excellent,5,"$173,451.00 ",Unmarried,Admit
Male,FALSE,3.14,STEM,Hispanic,640,5,Energy,28,Excellent,3,"$127,797.00 ",married,Deny
Male,FALSE,3.48,Business,Asian,670,5,Consulting,33,Regular,5,"$127,068.00 ",Unmarried,Deny
Male,FALSE,3.2,Business,Hispanic,650,3,Consulting,30,Good,5,"$219,925.00 ",married,Deny
Male,FALSE,3.21,Humanities,White,650,6,Health Care,37,Good,3,"$95,589.00 ",married,Deny
Female,FALSE,3.14,STEM,White,590,7,Consulting,28,Good,3,"$143,460.00 ",Unmarried,Deny
Male,TRUE,3.2,Business,International,570,5,Investment Banking,26,Good,4,"$183,677.00 ",Unmarried,Deny
Female,TRUE,3.29,Humanities,International,660,6,Consulting,37,Excellent,2,"$90,439.00 ",Unmarried,Deny
Male,FALSE,3.1,Humanities,Asian,580,5,Other,27,Excellent,5,"$72,208.00 ",married,Deny
Male,FALSE,3.29,Business,Black,650,5,PE/VC,31,Excellent,4,"$426,100.00 ",Unmarried,Deny
Female,FALSE,3.25,Business,Asian,640,6,Technology,29,Excellent,3,"$125,891.00 ",married,Deny
Male,FALSE,3.08,STEM,Asian,630,6,PE/VC,37,Excellent,3,"$577,167.00 ",Unmarried,Deny
Female,TRUE,3.32,STEM,International,640,4,PE/VC,32,Excellent,5,"$530,476.00 ",Unmarried,Deny
Female,FALSE,3.01,Humanities,Asian,580,6,Investment Banking,36,Excellent,5,"$158,604.00 ",married,Deny
Male,FALSE,3.23,Humanities,Black,650,5,CPG,27,Excellent,3,"$68,726.00 ",married,Deny
Male,TRUE,3.14,Humanities,International,630,5,PE/VC,32,Good,3,"$387,359.00 ",married,Deny
Male,TRUE,3.26,STEM,International,760,4,Real Estate,35,Good,3,"$130,941.00 ",married,Deny
Male,TRUE,3.23,Humanities,International,730,5,Investment Banking,34,Good,4,"$169,688.00 ",married,Deny
Male,TRUE,3.4,Humanities,International,660,7,Nonprofit/Gov,28,Excellent,1,"$70,358.00 ",married,Deny
Male,FALSE,3.31,Business,Other,650,5,Nonprofit/Gov,36,Good,5,"$65,156.00 ",married,Deny
Male,FALSE,3.42,Humanities,Hispanic,570,6,PE/VC,37,Excellent,5,"$279,331.00 ",Unmarried,Deny
Female,FALSE,3.27,Business,White,760,6,Consulting,28,Excellent,5,"$113,646.00 ",Unmarried,Deny
Female,TRUE,3.41,Humanities,International,710,3,PE/VC,33,Good,4,"$589,956.00 ",married,Deny
Female,TRUE,3.52,Humanities,International,670,7,Consulting,32,Good,3,"$99,495.00 ",married,Admit
Male,FALSE,3.08,Business,Black,650,4,Health Care,32,Excellent,1,"$100,484.00 ",married,Deny
Female,FALSE,3.22,STEM,Asian,620,5,Real Estate,35,Good,1,"$146,249.00 ",Unmarried,Deny
Male,FALSE,3.14,Humanities,Hispanic,600,3,Investment Banking,29,Excellent,4,"$182,542.00 ",married,Deny
Female,FALSE,3.44,Business,Asian,700,5,Investment Banking,27,Excellent,2,"$153,975.00 ",married,Deny
Female,TRUE,3.19,Humanities,International,590,5,Technology,31,Excellent,5,"$139,710.00 ",married,Deny
Male,FALSE,3.24,Humanities,Black,630,5,Nonprofit/Gov,29,Good,4,"$70,526.00 ",married,Deny
Female,FALSE,3.56,Business,Asian,720,4,PE/VC,27,Good,5,"$812,906.00 ",married,Admit
Female,FALSE,3.46,Business,Black,690,5,Consulting,29,Excellent,3,"$143,630.00 ",married,Deny
Female,TRUE,3.15,Business,International,630,3,CPG,27,Good,4,"$99,461.00 ",Unmarried,Deny
Male,FALSE,3.33,Humanities,White,620,5,Investment Management,37,Good,1,"$148,369.00 ",Unmarried,Deny
Male,FALSE,3.28,STEM,Other,660,6,PE/VC,29,Excellent,5,"$734,592.00 ",married,Deny
Male,FALSE,3.27,Humanities,Hispanic,690,5,Technology,27,Excellent,2,"$133,660.00 ",Unmarried,Deny
Female,FALSE,3,Humanities,Black,610,7,Investment Banking,29,Good,3,"$177,980.00 ",Unmarried,Deny
Female,FALSE,3.37,Humanities,Asian,680,4,Health Care,34,Excellent,3,"$106,460.00 ",Unmarried,Admit
Female,FALSE,3.55,Humanities,Black,630,5,PE/VC,32,Excellent,5,"$690,397.00 ",Unmarried,Deny
Male,FALSE,3.33,Business,Black,690,4,PE/VC,31,Good,4,"$128,756.00 ",Unmarried,Deny
Male,FALSE,3.42,Humanities,Asian,780,5,Nonprofit/Gov,34,Good,5,"$59,744.00 ",married,Admit
Male,TRUE,3.26,Business,International,580,5,Energy,36,Excellent,3,"$102,059.00 ",Unmarried,Deny
Female,TRUE,3.39,Business,International,660,5,Investment Management,28,Good,5,"$133,310.00 ",Unmarried,Admit
